Student ID,Email,CGPA,Performance,Risk Level,Password
STU0806,student806@university.edu,3.43,Poor,High,SQr9Hn1X)C
STU0807,student807@university.edu,7.48,Good,Low,Bf6v;F9'xt
STU0808,student808@university.edu,4.55,Poor,High,"F""\yiH%VNt"
STU0809,student809@university.edu,4.77,Poor,High,#uy[6[O+xf
STU0810,student810@university.edu,4.61,Poor,High,nxZ&&GI=Hb
STU0811,student811@university.edu,6.6,Average,Medium,29^`s1773?
STU0812,student812@university.edu,6.3,Average,Medium,0wva:|U?sF
STU0813,student813@university.edu,4.24,Poor,High,"Oc7X,y)gVS"
STU0814,student814@university.edu,8.8,Good,Low,f|bm0Z`4Yh
STU0815,student815@university.edu,3.33,Poor,High,bR9{q`xa4$
STU0816,student816@university.edu,9.49,Good,Low,'.)_]cpw/:
STU0817,student817@university.edu,4.78,Poor,High,.2>:$]ZGru
STU0818,student818@university.edu,8.15,Good,Low,"\<M'|,EPK/"
STU0819,student819@university.edu,6.03,Average,Medium,*~RXEI5;|#
STU0820,student820@university.edu,5.47,Average,Medium,e5~}CzXD3Y
STU0821,student821@university.edu,4.07,Poor,High,oPjo)S8Dpx
STU0822,student822@university.edu,9.85,Good,Low,"o_G5D4(Um"""
STU0823,student823@university.edu,6.06,Average,Medium,"o]s""l;^>5I"
STU0824,student824@university.edu,3.13,Poor,High,x[o3\\oc\A
STU0825,student825@university.edu,7.9,Good,Low,"V\+4!q,Gol"
STU0826,student826@university.edu,9.62,Good,Low,<L5}#P$%HK
STU0827,student827@university.edu,4.71,Poor,High,",&`c@NzQCf"
STU0828,student828@university.edu,6.17,Average,Medium,pj}\M)t&V5
STU0829,student829@university.edu,3.36,Poor,High,"H,M5Z#/alx"
STU0830,student830@university.edu,3.11,Poor,High,"!9T/vYY_5"""
STU0831,student831@university.edu,3.62,Poor,High,3(:QqC(A'c
STU0832,student832@university.edu,8.18,Good,Low,x<Fc>r.C$s
STU0833,student833@university.edu,7.66,Good,Low,OO3}i!w%\V
STU0834,student834@university.edu,3.28,Poor,High,"(|\KB#Z""Qg"
STU0835,student835@university.edu,5.34,Average,Medium,"""}XDe30.kY"
STU0836,student836@university.edu,5.93,Average,Medium,{{P)hA7EJG
STU0837,student837@university.edu,4.97,Poor,High,"X:,fY>;]A("
STU0838,student838@university.edu,5.42,Average,Medium,3<]W^SQ}GZ
STU0839,student839@university.edu,3.67,Poor,High,U1(VsLaait
STU0840,student840@university.edu,8.18,Good,Low,`BBoA4[*!@
STU0841,student841@university.edu,7.26,Good,Low,^/'=DtZ_H)
STU0842,student842@university.edu,5.06,Average,Medium,Nb*KB\}fpV
STU0843,student843@university.edu,7.01,Good,Low,"6)V""&cSNIc"
STU0844,student844@university.edu,7.08,Good,Low,cKGDUb'TLM
STU0845,student845@university.edu,3.91,Poor,High,?*hWPmn=s8
STU0846,student846@university.edu,8.05,Good,Low,_dZb/XbVC-
STU0847,student847@university.edu,9.76,Good,Low,~Vw#w@$@TZ
STU0848,student848@university.edu,4.22,Poor,High,d[;*va`A2|
STU0849,student849@university.edu,6.28,Average,Medium,1B`3xA\U#V
STU0850,student850@university.edu,6.37,Average,Medium,a_LQ?>kx9!
STU0851,student851@university.edu,6.15,Average,Medium,w~sUkm|tK_
STU0852,student852@university.edu,8.51,Good,Low,dq5nY[U3;D
STU0853,student853@university.edu,8.17,Good,Low,"c{"";-v7&[)"
STU0854,student854@university.edu,7.59,Good,Low,;P5lC[0|8i
STU0855,student855@university.edu,7.11,Good,Low,W]S2I?zu&}
STU0856,student856@university.edu,8.67,Good,Low,EYYrk+PjO%
STU0857,student857@university.edu,9.2,Good,Low,2$D]T9l![S
STU0858,student858@university.edu,7.09,Good,Low,"^&#]|ifnB"""
STU0859,student859@university.edu,4.57,Poor,High,"1s$Vk'h""-+"
STU0860,student860@university.edu,4.79,Poor,High,5]e`GylqKj
STU0861,student861@university.edu,5.04,Average,Medium,:;mv$}#7Q%
STU0862,student862@university.edu,6.84,Average,Medium,V16sU+6n*4
STU0863,student863@university.edu,3.93,Poor,High,sph)xL}%iv
STU0864,student864@university.edu,8.82,Good,Low,AqGJh.}VN8
STU0865,student865@university.edu,3.53,Poor,High,]zeTx}k>G=
STU0866,student866@university.edu,5.51,Average,Medium,6).b#s5YX<
STU0867,student867@university.edu,8.66,Good,Low,?H(4cFe@<]
STU0868,student868@university.edu,4.4,Poor,High,"dSgfeG~9O,"
STU0869,student869@university.edu,7.17,Good,Low,|MXxDq#oC*
STU0870,student870@university.edu,3.31,Poor,High,"UM""VQJGcKn"
STU0871,student871@university.edu,6.6,Average,Medium,Ig3.i]cAD2
STU0872,student872@university.edu,4.34,Poor,High,geQ>&we\$5
STU0873,student873@university.edu,3.16,Poor,High,InRgvl8ij5
STU0874,student874@university.edu,4.98,Poor,High,<ox7^`nzfp
STU0875,student875@university.edu,8.28,Good,Low,d-l^YE\DAb
STU0876,student876@university.edu,5.12,Average,Medium,}+&vQ{LuaL
STU0877,student877@university.edu,4.37,Poor,High,"?<Cl""fFzBY"
STU0878,student878@university.edu,6.83,Average,Medium,Q]K6dRQ9Im
STU0879,student879@university.edu,8.33,Good,Low,E?#wI6Q!3q
STU0880,student880@university.edu,6.4,Average,Medium,}f7W]KPJnX
STU0881,student881@university.edu,8.83,Good,Low,6{4m{%xfgc
STU0882,student882@university.edu,7.67,Good,Low,lI\[L|S?tJ
STU0883,student883@university.edu,5.9,Average,Medium,"4,#MBdJVaE"
STU0884,student884@university.edu,3.64,Poor,High,T\mH8_~6zO
STU0885,student885@university.edu,4.68,Poor,High,h:!RvI*~1G
STU0886,student886@university.edu,7.81,Good,Low,Ksp6d#U\l.
STU0887,student887@university.edu,8.09,Good,Low,hIV'W4qUzv
STU0888,student888@university.edu,7.8,Good,Low,"/J8""tTE;p1"
STU0889,student889@university.edu,3.43,Poor,High,"4_SW+QRz,$"
STU0890,student890@university.edu,6.01,Average,Medium,h{XT|yR?@c
STU0891,student891@university.edu,5.99,Average,Medium,9W@%.$81F_
STU0892,student892@university.edu,5.37,Average,Medium,HyWJCj=o}w
STU0893,student893@university.edu,8.37,Good,Low,~L*J1zk-jn
STU0894,student894@university.edu,8.35,Good,Low,b!qCS(>Qo6
STU0895,student895@university.edu,7.5,Good,Low,m^RR>c\AKD
STU0896,student896@university.edu,3.1,Poor,High,NmaG4q>)iS
STU0897,student897@university.edu,9.1,Good,Low,k[p{XtojdR
STU0898,student898@university.edu,3.67,Poor,High,HcAhtB**a1
STU0899,student899@university.edu,9.78,Good,Low,T7\D-=H<rO
STU0900,student900@university.edu,9.88,Good,Low,H:G6:A=x<Z
STU0901,student901@university.edu,6.92,Average,Medium,I<1`/]y2Hy
STU0902,student902@university.edu,5.85,Average,Medium,p]{o?M9(OQ
STU0903,student903@university.edu,9.17,Good,Low,"/z}u_5l,vN"
STU0904,student904@university.edu,8.11,Good,Low,Ik@o7JDd14
STU0905,student905@university.edu,6.82,Average,Medium,AF~[U;Fh_K
STU0906,student906@university.edu,9.32,Good,Low,+3m2~^wR]n
STU0907,student907@university.edu,8.07,Good,Low,m.j;MS)b);
STU0908,student908@university.edu,8.47,Good,Low,*5g:VRF<ZG
STU0909,student909@university.edu,4.48,Poor,High,b\%pej(6--
STU0910,student910@university.edu,7.07,Good,Low,>X0WYuV1_t
STU0911,student911@university.edu,9.47,Good,Low,[6R]=Osh1.
STU0912,student912@university.edu,4.72,Poor,High,!3jl^R%pfp
STU0913,student913@university.edu,8.07,Good,Low,"H/,1m?cUc!"
STU0914,student914@university.edu,8.07,Good,Low,j*v:x.{;9$
STU0915,student915@university.edu,4.59,Poor,High,W||AF90<#v
STU0916,student916@university.edu,4.35,Poor,High,(\|;?].zIx
STU0917,student917@university.edu,6.07,Average,Medium,V6f=L30$'|
STU0918,student918@university.edu,9.99,Good,Low,"UMk}@,&S0-"
STU0919,student919@university.edu,9.49,Good,Low,a3rm|aZjyx
STU0920,student920@university.edu,8.46,Good,Low,",HsF&j*i'W"
STU0921,student921@university.edu,9.88,Good,Low,}VR.qoj;ba
STU0922,student922@university.edu,7.85,Good,Low,166|G6\AhX
STU0923,student923@university.edu,6.94,Average,Medium,='Ws5wmeg#
STU0924,student924@university.edu,7.42,Good,Low,aeP^/P!O}`
STU0925,student925@university.edu,9.04,Good,Low,"CU<Z(q^(""T"
STU0926,student926@university.edu,7.63,Good,Low,*eZHaTzXJR
STU0927,student927@university.edu,3.71,Poor,High,?n=Jbq#F[b
STU0928,student928@university.edu,9.78,Good,Low,/Y^<yUzIng
STU0929,student929@university.edu,8.09,Good,Low,aKU/~.TE_Y
STU0930,student930@university.edu,7.76,Good,Low,X6=]pFRk/w
STU0931,student931@university.edu,6.97,Average,Medium,C4$%kVd*CQ
STU0932,student932@university.edu,7.78,Good,Low,2K_hw>Js?T
STU0933,student933@university.edu,8.33,Good,Low,ySAJ>dKJ)H
STU0934,student934@university.edu,5.5,Average,Medium,33e6)lF(|3
STU0935,student935@university.edu,4.5,Poor,High,G]T.pJ/`n=
STU0936,student936@university.edu,4.16,Poor,High,2q`NQ$-;iZ
STU0937,student937@university.edu,5.41,Average,Medium,D>9Ldu4Oyx
STU0938,student938@university.edu,3.09,Poor,High,3L6biBiU*?
STU0939,student939@university.edu,3.52,Poor,High,wfHD>%(h!~
STU0940,student940@university.edu,9.18,Good,Low,A(!39Lm3k2
STU0941,student941@university.edu,9.93,Good,Low,W]rb-c*z0N
STU0942,student942@university.edu,9.91,Good,Low,I1?~wN9+y^
STU0943,student943@university.edu,6.16,Average,Medium,<Pg%hc=;f9
STU0944,student944@university.edu,4.29,Poor,High,AW+^#A`cG@
STU0945,student945@university.edu,9.13,Good,Low,Z{KF~(50TF
STU0946,student946@university.edu,4.1,Poor,High,@)&Fl=9E+}
STU0947,student947@university.edu,9.54,Good,Low,M<rHRo4~I[
STU0948,student948@university.edu,6.74,Average,Medium,?6G0(Mrk-K
STU0949,student949@university.edu,6.96,Average,Medium,ouC@5C:cMV
STU0950,student950@university.edu,5.21,Average,Medium,@B!-x{&]JU
STU0951,student951@university.edu,6.76,Average,Medium,"H8MU|0;O>"""
STU0952,student952@university.edu,5.68,Average,Medium,"XI\~,TSH,0"
STU0953,student953@university.edu,9.94,Good,Low,F=vG#{x6:[
STU0954,student954@university.edu,6.66,Average,Medium,"Rtj_C%\Q""{"
STU0955,student955@university.edu,5.61,Average,Medium,#+)W)SaY5)
STU0956,student956@university.edu,3.66,Poor,High,v<=@>|q0A(
STU0957,student957@university.edu,6.36,Average,Medium,N=(~9<i/+f
STU0958,student958@university.edu,7.62,Good,Low,xG1`t(n7tI
STU0959,student959@university.edu,4.24,Poor,High,>G1)*+4J0F
STU0960,student960@university.edu,7.68,Good,Low,/3Yf5w~)Nl
STU0961,student961@university.edu,4.02,Poor,High,Gn%&e{LfzA
STU0962,student962@university.edu,3.09,Poor,High,:Cp=Z~oxOz
STU0963,student963@university.edu,6.74,Average,Medium,n/VoFzMaOx
STU0964,student964@university.edu,7.63,Good,Low,"vl?f{Y#{""N"
STU0965,student965@university.edu,8.91,Good,Low,WLeIVW$ND-
STU0966,student966@university.edu,10.0,Good,Low,Tt#L`)k-qk
STU0967,student967@university.edu,9.96,Good,Low,Vjum+}sfIW
STU0968,student968@university.edu,3.18,Poor,High,NsKS]<gZ\h
STU0969,student969@university.edu,4.9,Poor,High,"B""=AWmg$U,"
STU0970,student970@university.edu,8.99,Good,Low,"A3N'f&,63<"
STU0971,student971@university.edu,4.29,Poor,High,->aaezteh7
STU0972,student972@university.edu,5.87,Average,Medium,KlEtJNkGX_
STU0973,student973@university.edu,9.87,Good,Low,E8/9A/%I#f
STU0974,student974@university.edu,7.78,Good,Low,",'cL)wW`LT"
STU0975,student975@university.edu,6.39,Average,Medium,"4Q8P,ls>WF"
STU0976,student976@university.edu,8.83,Good,Low,AQcuXhEhrH
STU0977,student977@university.edu,7.38,Good,Low,U7~=7HvYqm
STU0978,student978@university.edu,9.09,Good,Low,"Q5Cq,hT1Tl"
STU0979,student979@university.edu,8.71,Good,Low,_5\r:hA~N>
STU0980,student980@university.edu,8.39,Good,Low,>RDc[pdR.<
STU0981,student981@university.edu,4.64,Poor,High,3&~hMj}'nF
STU0982,student982@university.edu,3.06,Poor,High,MgjynVfK3;
STU0983,student983@university.edu,8.28,Good,Low,"""+1)$K{G^E"
STU0984,student984@university.edu,4.04,Poor,High,"yk0Q5J&.""Q"
STU0985,student985@university.edu,9.29,Good,Low,kGwN0XB?|h
STU0986,student986@university.edu,3.94,Poor,High,!o~$qaT<Fh
STU0987,student987@university.edu,6.57,Average,Medium,H<Vs.<:@o2
STU0988,student988@university.edu,5.38,Average,Medium,_-%7[CVltR
STU0989,student989@university.edu,3.0,Poor,High,"@J(CO""<EHA"
STU0990,student990@university.edu,9.45,Good,Low,YS|'O{~KJO
STU0991,student991@university.edu,6.33,Average,Medium,3<K|2XfLx<
STU0992,student992@university.edu,4.15,Poor,High,yk$f4/E0kI
STU0993,student993@university.edu,4.98,Poor,High,4-ZG&)%xKU
STU0994,student994@university.edu,7.8,Good,Low,"@UXkf'?!w"""
STU0995,student995@university.edu,3.48,Poor,High,eb7ZGWNM'C
STU0996,student996@university.edu,8.03,Good,Low,"l,O/QkqE'M"
STU0997,student997@university.edu,5.77,Average,Medium,"Tc,4J5oyJL"
STU0998,student998@university.edu,4.74,Poor,High,p5v~vV3Npn
STU0999,student999@university.edu,7.79,Good,Low,/s.k({\2n*
STU1000,student1000@university.edu,5.34,Average,Medium,^>0XXwtc6{
STU1001,student1001@university.edu,3.94,Poor,High,A}g#6La?;j
STU1002,student1002@university.edu,4.26,Poor,High,0bTux.?5M?
STU1003,student1003@university.edu,9.19,Good,Low,U6.UX~'o$x
STU1004,student1004@university.edu,4.74,Poor,High,3}'?QMa9FC
STU1005,student1005@university.edu,4.62,Poor,High,wo+#&gyv*S
STU1006,student1006@university.edu,6.38,Average,Medium,",Rde+`~vpQ"
STU1007,student1007@university.edu,3.58,Poor,High,=&9/Nn<-PI
STU1008,student1008@university.edu,8.04,Good,Low,9jc${EG!B/
STU1009,student1009@university.edu,4.85,Poor,High,|z|)B;}P%*
STU1010,student1010@university.edu,7.32,Good,Low,d.vUi|gRC;
STU1011,student1011@university.edu,5.03,Average,Medium,/T!^u8w<_S
STU1012,student1012@university.edu,9.24,Good,Low,62_R:.kMQ\
STU1013,student1013@university.edu,9.58,Good,Low,bQ]I-*Y?nE
STU1014,student1014@university.edu,3.68,Poor,High,;1{INAnR>l
STU1015,student1015@university.edu,6.02,Average,Medium,xi(FwD;gkd
STU1016,student1016@university.edu,4.86,Poor,High,",CZ,_;DQp@"
STU1017,student1017@university.edu,9.03,Good,Low,EkxC:k0M%z
STU1018,student1018@university.edu,5.53,Average,Medium,iR]o(oktqG
STU1019,student1019@university.edu,5.53,Average,Medium,=`[{ihtu`L
STU1020,student1020@university.edu,4.7,Poor,High,"0Co""6(5$3b"
STU1021,student1021@university.edu,9.27,Good,Low,Xw%sK9E~'!
STU1022,student1022@university.edu,4.71,Poor,High,m[FP|rK&NP
STU1023,student1023@university.edu,9.87,Good,Low,"8Dp""5lH3O;"
STU1024,student1024@university.edu,3.76,Poor,High,"^a>e<""5FL$"
STU1025,student1025@university.edu,4.25,Poor,High,",2,_NhiW8`"
STU1026,student1026@university.edu,5.57,Average,Medium,FR]R_rY%Xq
STU1027,student1027@university.edu,9.2,Good,Low,%61Q#>Nb7]
STU1028,student1028@university.edu,9.08,Good,Low,Bt3U}.*FoP
STU1029,student1029@university.edu,3.83,Poor,High,nT1PE{y%5w
STU1030,student1030@university.edu,9.22,Good,Low,aU5@'{(6}E
STU1031,student1031@university.edu,4.75,Poor,High,V2&=q-Js0/
STU1032,student1032@university.edu,5.67,Average,Medium,bAAW6Hc~O~
STU1033,student1033@university.edu,8.02,Good,Low,"gr@,I#f~nn"
STU1034,student1034@university.edu,3.76,Poor,High,lFV!ke*0zR
STU1035,student1035@university.edu,8.46,Good,Low,!6@N&1%?Ie
STU1036,student1036@university.edu,4.73,Poor,High,|VOE*wyB>o
STU1037,student1037@university.edu,9.11,Good,Low,"T#1}""6CTZp"
STU1038,student1038@university.edu,6.12,Average,Medium,l6'|ne7Z>W
STU1039,student1039@university.edu,3.71,Poor,High,a_zYG@iKQK
STU1040,student1040@university.edu,9.89,Good,Low,"CXJk@grWG"""
STU1041,student1041@university.edu,5.41,Average,Medium,{<Aw%eHIwA
STU1042,student1042@university.edu,7.99,Good,Low,>HnS3v$KT`
STU1043,student1043@university.edu,7.39,Good,Low,'[&ZlA+&[u
STU1044,student1044@university.edu,4.76,Poor,High,kD}[/A8`:A
STU1045,student1045@university.edu,7.05,Good,Low,YgITU#~siZ
STU1046,student1046@university.edu,3.7,Poor,High,"7aj-8""JE40"
STU1047,student1047@university.edu,10.0,Good,Low,"^fF`Dah,/%"
STU1048,student1048@university.edu,3.73,Poor,High,av3cKmt{x2
STU1049,student1049@university.edu,3.42,Poor,High,"~>*}nn>0R"""
STU1050,student1050@university.edu,4.2,Poor,High,"n5!iqg*z""5"
STU1051,student1051@university.edu,8.34,Good,Low,*rd|rN[kK0
STU1052,student1052@university.edu,6.42,Average,Medium,Om/k<x{S(C
STU1053,student1053@university.edu,8.78,Good,Low,?B]&pEO>sY
STU1054,student1054@university.edu,5.52,Average,Medium,C)p7xuN'oI
STU1055,student1055@university.edu,6.2,Average,Medium,'f2wa&wX'g
STU1056,student1056@university.edu,5.49,Average,Medium,b_'[2>2!sn
STU1057,student1057@university.edu,9.15,Good,Low,'N%lO5&NrY
STU1058,student1058@university.edu,8.94,Good,Low,kj&Wb%q>2b
STU1059,student1059@university.edu,7.18,Good,Low,::`*_zDG\>
STU1060,student1060@university.edu,4.15,Poor,High,F<&qHFIcM?
STU1061,student1061@university.edu,9.04,Good,Low,pEsZ;QdSl;
STU1062,student1062@university.edu,9.13,Good,Low,?k07f3ThjR
STU1063,student1063@university.edu,7.34,Good,Low,#W};PUz9Z4
STU1064,student1064@university.edu,3.2,Poor,High,&j@A[0MD=-
STU1065,student1065@university.edu,3.45,Poor,High,bo4oH|{oI6
STU1066,student1066@university.edu,5.12,Average,Medium,Xd$5_4yeHk
STU1067,student1067@university.edu,5.18,Average,Medium,<0Bu*;9bjM
STU1068,student1068@university.edu,8.46,Good,Low,ACTzPP0}Aa
STU1069,student1069@university.edu,5.07,Average,Medium,=<4Vk*$XJ{
STU1070,student1070@university.edu,7.15,Good,Low,-U=aa&hw+b
STU1071,student1071@university.edu,5.04,Average,Medium,n+=fL&Y;|o
STU1072,student1072@university.edu,8.74,Good,Low,-8Aq[w{;M:
STU1073,student1073@university.edu,3.85,Poor,High,4EEYsM%|/q
STU1074,student1074@university.edu,3.67,Poor,High,"^DNBq""A4iW"
STU1075,student1075@university.edu,9.02,Good,Low,]LIaK7>p7W
STU1076,student1076@university.edu,7.58,Good,Low,![}4DZlfK4
STU1077,student1077@university.edu,7.64,Good,Low,"""l>cD2ej""k"
STU1078,student1078@university.edu,8.7,Good,Low,?<5luB{]3{
STU1079,student1079@university.edu,8.38,Good,Low,"""BX>HHkhN6"
STU1080,student1080@university.edu,5.85,Average,Medium,sh(B7\e`V1
STU1081,student1081@university.edu,9.78,Good,Low,CVV^?sGx=;
STU1082,student1082@university.edu,4.6,Poor,High,#|p58j1eu[
STU1083,student1083@university.edu,4.56,Poor,High,"T97ZGf=""?y"
STU1084,student1084@university.edu,7.75,Good,Low,"+%;P{kX@M,"
STU1085,student1085@university.edu,7.92,Good,Low,Si>8?Tf-AN
STU1086,student1086@university.edu,8.39,Good,Low,:.d:aAO;i;
STU1087,student1087@university.edu,3.28,Poor,High,<{MJ/H8gHM
STU1088,student1088@university.edu,5.97,Average,Medium,L=8z]w<3cf
STU1089,student1089@university.edu,6.39,Average,Medium,5Rp`(oLgt=
STU1090,student1090@university.edu,7.12,Good,Low,"[Sj4+5""lBu"
STU1091,student1091@university.edu,7.19,Good,Low,d>=(Trqz7`
STU1092,student1092@university.edu,6.71,Average,Medium,L@)h8H6rXa
STU1093,student1093@university.edu,8.26,Good,Low,"#;0,oE`ER*"
STU1094,student1094@university.edu,9.71,Good,Low,[8Jh[N>(I7
STU1095,student1095@university.edu,5.36,Average,Medium,TmIa2p}EQm
STU1096,student1096@university.edu,4.04,Poor,High,"6?,SJAcYI~"
STU1097,student1097@university.edu,9.3,Good,Low,!ye>/mU@z7
STU1098,student1098@university.edu,5.87,Average,Medium,y3NdAxZpoE
STU1099,student1099@university.edu,7.4,Good,Low,Z[gRp-=OIi
STU1100,student1100@university.edu,3.55,Poor,High,"ObkOZ;m<,L"
STU1101,student1101@university.edu,3.7,Poor,High,01GRT&kJnz
STU1102,student1102@university.edu,9.87,Good,Low,._abrKc:U/
STU1103,student1103@university.edu,6.73,Average,Medium,ejeS_/sl/V
STU1104,student1104@university.edu,5.27,Average,Medium,KzlLMo][WB
STU1105,student1105@university.edu,7.38,Good,Low,"dnw,`hExRu"
STU1106,student1106@university.edu,4.24,Poor,High,Nr?i/:Cr!L
STU1107,student1107@university.edu,9.04,Good,Low,=0nll;Jsma
STU1108,student1108@university.edu,5.99,Average,Medium,04~2Yo.z#*
STU1109,student1109@university.edu,7.43,Good,Low,#edVnClkM0
STU1110,student1110@university.edu,7.61,Good,Low,!H\F.p#b/!
STU1111,student1111@university.edu,8.94,Good,Low,MIoL$Wppq)
STU1112,student1112@university.edu,7.13,Good,Low,N[ep2twVCa
STU1113,student1113@university.edu,5.31,Average,Medium,h+oi$CIz&{
STU1114,student1114@university.edu,7.9,Good,Low,";CtNbE4,6M"
STU1115,student1115@university.edu,8.29,Good,Low,"gd,;5U@b-u"
STU1116,student1116@university.edu,5.97,Average,Medium,U4gz+J$1Kr
STU1117,student1117@university.edu,8.97,Good,Low,JRBMfQ1Iq9
STU1118,student1118@university.edu,8.39,Good,Low,I-5](a:-VQ
STU1119,student1119@university.edu,4.07,Poor,High,Cl?6m~w.c=
STU1120,student1120@university.edu,8.31,Good,Low,yq(at/L\;o
STU1121,student1121@university.edu,4.62,Poor,High,"/@nIB,K9v("
STU1122,student1122@university.edu,4.01,Poor,High,mkT?J(0H7o
STU1123,student1123@university.edu,4.18,Poor,High,/#q|9BG/Qa
STU1124,student1124@university.edu,8.99,Good,Low,z.oO*uW[$!
STU1125,student1125@university.edu,5.49,Average,Medium,<o.45I+e[v
STU1126,student1126@university.edu,7.11,Good,Low,Ph0xSDVEB(
STU1127,student1127@university.edu,6.76,Average,Medium,(4j1:`_nzI
STU1128,student1128@university.edu,3.06,Poor,High,"}c,;wnw2u="
STU1129,student1129@university.edu,3.88,Poor,High,g~F>8]+DX7
STU1130,student1130@university.edu,9.94,Good,Low,tc$*<m1%L]
STU1131,student1131@university.edu,8.4,Good,Low,"2$<!H.25c"""
STU1132,student1132@university.edu,4.48,Poor,High,^I27\Wylw\
STU1133,student1133@university.edu,5.22,Average,Medium,N4(b+P3TaC
STU1134,student1134@university.edu,4.7,Poor,High,"{[p3|"">,@8"
STU1135,student1135@university.edu,5.94,Average,Medium,%WCNIKgIQK
STU1136,student1136@university.edu,9.55,Good,Low,&07TwU)sV?
STU1137,student1137@university.edu,7.58,Good,Low,cO5gpF/t\`
STU1138,student1138@university.edu,3.57,Poor,High,B&_^?na@&1
STU1139,student1139@university.edu,8.9,Good,Low,"+\&`EB&F""<"
STU1140,student1140@university.edu,8.64,Good,Low,"lyU6/,iIAw"
STU1141,student1141@university.edu,9.2,Good,Low,"5<;=~r""WWf"
STU1142,student1142@university.edu,9.31,Good,Low,Olc~8SP`hz
STU1143,student1143@university.edu,5.76,Average,Medium,S@>k[fZMyG
STU1144,student1144@university.edu,4.14,Poor,High,q|FpGgQJ9o
STU1145,student1145@university.edu,4.71,Poor,High,`/oo<a@G+W
STU1146,student1146@university.edu,8.03,Good,Low,'L2nzH7+U{
STU1147,student1147@university.edu,7.88,Good,Low,HX70>hTJH[
STU1148,student1148@university.edu,6.21,Average,Medium,npD.##dWOT
STU1149,student1149@university.edu,6.78,Average,Medium,jy?>mIh8}E
STU1150,student1150@university.edu,6.67,Average,Medium,R)$lu0c8V0
STU1151,student1151@university.edu,5.22,Average,Medium,[NIQQM?y;!
STU1152,student1152@university.edu,7.35,Good,Low,MJ71N2(o@t
STU1153,student1153@university.edu,7.45,Good,Low,"/7CBp""!BVC"
STU1154,student1154@university.edu,4.04,Poor,High,Gv4=!UIk$N
STU1155,student1155@university.edu,9.04,Good,Low,"|c38MW,onY"
STU1156,student1156@university.edu,7.98,Good,Low,a;lZzvIK}J
STU1157,student1157@university.edu,6.09,Average,Medium,[Ks\$L6\k:
STU1158,student1158@university.edu,6.78,Average,Medium,H%gmK2<nz#
STU1159,student1159@university.edu,7.07,Good,Low,"CfM|n>rx""u"
STU1160,student1160@university.edu,3.73,Poor,High,"}a,jl1Zk_D"
STU1161,student1161@university.edu,9.41,Good,Low,#L:>s33G7-
STU1162,student1162@university.edu,3.3,Poor,High,6#\.QDw*Jo
STU1163,student1163@university.edu,8.95,Good,Low,6!!{@hRLT8
STU1164,student1164@university.edu,6.12,Average,Medium,c]>CQR_gs3
STU1165,student1165@university.edu,8.65,Good,Low,mWq(Ghs\Fw
STU1166,student1166@university.edu,8.48,Good,Low,ZQH9gm-p)9
STU1167,student1167@university.edu,9.06,Good,Low,",M]-@BXSJ6"
STU1168,student1168@university.edu,4.4,Poor,High,!e^tp/[T]w
STU1169,student1169@university.edu,4.78,Poor,High,"~n..#)NW,a"
STU1170,student1170@university.edu,6.42,Average,Medium,@[+8X+/sor
STU1171,student1171@university.edu,6.66,Average,Medium,Y`Dz;SUKG{
STU1172,student1172@university.edu,3.52,Poor,High,"0sNA/nyvY"""
STU1173,student1173@university.edu,3.51,Poor,High,Kh`56/<6p.
STU1174,student1174@university.edu,8.09,Good,Low,{C(E.x7USN
STU1175,student1175@university.edu,3.91,Poor,High,J7Hb7_XO3`
STU1176,student1176@university.edu,7.83,Good,Low,CfM)~UaU9.
STU1177,student1177@university.edu,4.16,Poor,High,"CN,}h!5M%a"
STU1178,student1178@university.edu,5.1,Average,Medium,"Y+E""fEVAr'"
STU1179,student1179@university.edu,4.68,Poor,High,"ZPItR5&6S"""
STU1180,student1180@university.edu,5.33,Average,Medium,"SXlA1J,r[<"
STU1181,student1181@university.edu,9.69,Good,Low,ZrtsqzVt8p
STU1182,student1182@university.edu,5.08,Average,Medium,kT4%?KS\Dl
STU1183,student1183@university.edu,6.61,Average,Medium,"^L""%y]qX#Q"
STU1184,student1184@university.edu,3.75,Poor,High,"phx:nH,Yf{"
STU1185,student1185@university.edu,8.68,Good,Low,zJ@vNkXoF:
STU1186,student1186@university.edu,3.96,Poor,High,ic$oS.ws3\
STU1187,student1187@university.edu,8.88,Good,Low,"o{:fP""AIG9"
STU1188,student1188@university.edu,7.54,Good,Low,!qPiJ?R?<O
STU1189,student1189@university.edu,4.61,Poor,High,v5buQjI-M8
STU1190,student1190@university.edu,5.17,Average,Medium,Q[(BlmB346
STU1191,student1191@university.edu,7.6,Good,Low,wR1qgpsgE6
STU1192,student1192@university.edu,9.62,Good,Low,%_f`3}H<)/
STU1193,student1193@university.edu,7.51,Good,Low,+lxw=1A_oC
STU1194,student1194@university.edu,3.07,Poor,High,"h-i,%druwJ"
STU1195,student1195@university.edu,3.6,Poor,High,2t#$c_Ef<F
STU1196,student1196@university.edu,3.67,Poor,High,"KoBjI5fw7,"
STU1197,student1197@university.edu,4.89,Poor,High,19*uwo2>^u
STU1198,student1198@university.edu,7.16,Good,Low,Zc|E;9rU#(
STU1199,student1199@university.edu,9.32,Good,Low,8nA$w/>Bep
STU1200,student1200@university.edu,4.16,Poor,High,*m#e&pYnad
